"common_name","num_observed","observed_on"
"green-flowered wintergreen",1,"2019-08-10"
"harebell",1,"2019-08-10"
"Heart-leaved Willow",1,"2019-08-10"
"heath speedwell",1,"2019-08-10"
"hoary alyssum",2,"2019-08-10"
"Hoary Willowherb",1,"2019-08-10"
"Indian Cucumber Root",1,"2019-08-10"
"Indian tobacco",1,"2019-08-10"
"intermediate wood fern",2,"2019-08-10"
"Jack pine",2,"2019-08-10"
"Kalm's Lobelia",2,"2019-08-10"
"Kentucky coffeetree",1,"2019-08-10"
"Knotted Rush",1,"2019-08-10"
"lady fern",1,"2019-08-10"
"Lake Huron Tansy",1,"2019-08-10"
"large-leaved aster",3,"2019-08-10"
"Largeleaf Sandwort",1,"2019-08-10"
"late boneset",1,"2019-08-10"
"late figwort",1,"2019-08-10"
"lesser burdock",1,"2019-08-10"
"Lesser Purple Fringed Orchid",1,"2019-08-10"
"lowbush blueberry",1,"2019-08-10"
"MacGregor's Wildrye",1,"2019-08-10"
"macoun's everlasting",2,"2019-08-10"
"Maiden Pink",2,"2019-08-10"
"maidenhair spleenwort",1,"2019-08-10"
"marginal wood fern",2,"2019-08-10"
"Marsh Skullcap",2,"2019-08-10"
"Marsh Tickseed",1,"2019-08-10"
"meadow evening primrose",1,"2019-08-10"
"moth mullein",2,"2019-08-10"
"mountain alder",1,"2019-08-10"
"mountain deathcamas",2,"2019-08-10"
"Mountain Maple",1,"2019-08-10"
"naked bishop's cap",1,"2019-08-10"
"naked-flowered tick-trefoil",1,"2019-08-10"
"Narrow-fruited Water-starwort",2,"2019-08-10"
"narrowleaf cow wheat",2,"2019-08-10"
"nipplewort",2,"2019-08-10"
"nodding spurge",1,"2019-08-10"
"northern catalpa",1,"2019-08-10"
"northern evening-primrose",1,"2019-08-10"
"northern maidenhair fern",1,"2019-08-10"
"northern red oak",2,"2019-08-10"
"northern whitecedar",1,"2019-08-10"
"Norway spruce",2,"2019-08-10"
"oakleaf hydrangea",1,"2019-08-10"
"one-sided wintergreen",2,"2019-08-10"
"orange day-lily",1,"2019-08-10"
"Oregano",1,"2019-08-10"
"Oriental bittersweet",2,"2019-08-10"
"Orpine",2,"2019-08-10"
"Oval-leaf Blueberry",2,"2019-08-10"
"oxeye daisy",1,"2019-08-10"
"pale jewelweed",1,"2019-08-10"
"pale St. John's-wort",1,"2019-08-10"
"pale sunflower",1,"2019-08-10"
"pale-spiked lobelia",1,"2019-08-10"
"Panicle Hydrangea",1,"2019-08-10"
"paper birch",1,"2019-08-10"
"partridge pea",1,"2019-08-10"
"partridgeberry",3,"2019-08-10"
"pearly everlasting",1,"2019-08-10"
"Persian walnut",1,"2019-08-10"
"pickerelweed",3,"2019-08-10"
"pink lady's slipper",1,"2019-08-10"
"pipsissewa",2,"2019-08-10"
"Pitcher's thistle",1,"2019-08-10"
"plantainleaf sedge",1,"2019-08-10"
"poison ivy",1,"2019-08-10"
"prairie dock",1,"2019-08-10"
"Prairie Willow",1,"2019-08-10"
"purple crownvetch",1,"2019-08-10"
"purple loosestrife",1,"2019-08-10"
"purple-stemmed angelica",2,"2019-08-10"
"Quack Grass",1,"2019-08-10"
"rayless mountain ragwort",2,"2019-08-10"
"red clover",1,"2019-08-10"
"red columbine",1,"2019-08-10"
"red mulberry",1,"2019-08-10"
"red pine",1,"2019-08-10"
"Red-crescent marigold",1,"2019-08-10"
"ribwort plantain",2,"2019-08-10"
"river wild rye",1,"2019-08-10"
"rock sandwort",1,"2019-08-10"
"Rose pavonia",1,"2019-08-10"
"rough cockspur",1,"2019-08-10"
"rough horsetail",1,"2019-08-10"
"round-lobed hepatica",1,"2019-08-10"
"rugosa rose",1,"2019-08-10"
"sand cherry",3,"2019-08-10"
"Sand-dune Wild Rye",1,"2019-08-10"
"sassafras",3,"2019-08-10"
"seaside pea",1,"2019-08-10"
"shining clubmoss",1,"2019-08-10"
"showy mountain-ash",1,"2019-08-10"
"showy tick-trefoil",1,"2019-08-10"
"Slender Path Rush",1,"2019-08-10"
"Slender Water-milfoil",1,"2019-08-10"
"smartweed",1,"2019-08-10"
"smooth sumac",1,"2019-08-10"
"Snake Plant",1,"2019-08-10"
"spatterdock",1,"2019-08-10"
"spike trisetum",2,"2019-08-10"
"spinulose wood fern",1,"2019-08-10"
"spotted horse mint",1,"2019-08-10"
"spotted Joe-Pye weed",2,"2019-08-10"
"spotted knapweed",4,"2019-08-10"
"spotted lady's thumb",1,"2019-08-10"
"spreading dogbane",1,"2019-08-10"
"staghorn sumac",1,"2019-08-10"
"starflower",1,"2019-08-10"
"straw-colored flatsedge",2,"2019-08-10"
"striped maple",1,"2019-08-10"
"sugar maple",1,"2019-08-10"
"sulphur cinquefoil",1,"2019-08-10"
"summer grape",1,"2019-08-10"
"swamp loosestrife",3,"2019-08-10"
"swamp milkweed",1,"2019-08-10"
"swamp rose",1,"2019-08-10"
"swamp rose mallow",2,"2019-08-10"
"Sweet Joe-Pye-weed",1,"2019-08-10"
"Sweet Woodruff",1,"2019-08-10"
"Sweet-William",2,"2019-08-10"
"switchgrass",1,"2019-08-10"
"tall bellflower",1,"2019-08-10"
"Tall Thistle",1,"2019-08-10"
"tansy",1,"2019-08-10"
"thimbleberry",2,"2019-08-10"
"thinleaf huckleberry",1,"2019-08-10"
"tickseed beggar-ticks",1,"2019-08-10"
"trembling aspen",1,"2019-08-10"
"tulip tree",1,"2019-08-10"
"variegated horsetail",1,"2019-08-10"
"Vasey's Oatgrass",1,"2019-08-10"
"velvetleaf",2,"2019-08-10"
"virgin's-bower",1,"2019-08-10"
"Virginia creeper",1,"2019-08-10"
"water parsnip",1,"2019-08-10"
"Western Rattlesnake Plantain",2,"2019-08-10"
"western scouringrush",1,"2019-08-10"
"white baneberry",1,"2019-08-10"
"white bergamot",1,"2019-08-10"
"white campion",1,"2019-08-10"
"white clover",1,"2019-08-10"
"white meadowsweet",1,"2019-08-10"
"white oak",1,"2019-08-10"
"white rattlesnakeroot",2,"2019-08-10"
"white spruce",1,"2019-08-10"
"white turtlehead",1,"2019-08-10"
"white vervain",1,"2019-08-10"
"wild bergamot",3,"2019-08-10"
"wild cherry",1,"2019-08-10"
"wild cucumber",2,"2019-08-10"
"wild hydrangea",1,"2019-08-10"
"wild parsnip",1,"2019-08-10"
"Wild strawberry",1,"2019-08-10"
"Wood Forget-me-not",1,"2019-08-10"
"wood horsetail",1,"2019-08-10"
"Woodland Cudweed",1,"2019-08-10"
"woodland sunflower",2,"2019-08-10"
"woolgrass",1,"2019-08-10"
"yellow archangel",1,"2019-08-10"
"Yellow Avens",1,"2019-08-10"
"yellow salsify",1,"2019-08-10"
"alder buckthorn",3,"2019-08-11"
"Allegheny blackberry",2,"2019-08-11"
"Allegheny monkeyflower",2,"2019-08-11"
"aloe vera",1,"2019-08-11"
"Alsike clover",1,"2019-08-11"
"American beech",1,"2019-08-11"
"American black elderberry",1,"2019-08-11"
"American bugleweed",3,"2019-08-11"
"American cancer-root",1,"2019-08-11"
"American chestnut",1,"2019-08-11"
"American groundnut",2,"2019-08-11"
"American hophornbeam",1,"2019-08-11"
"American jumpseed",1,"2019-08-11"
"American pokeweed",4,"2019-08-11"
"American sycamore",3,"2019-08-11"
"American white waterlily",3,"2019-08-11"
"Amur Maple",1,"2019-08-11"
"apple",2,"2019-08-11"
"arrow-leaved tearthumb",1,"2019-08-11"
"Asiatic dayflower",1,"2019-08-11"
"autumn olive",3,"2019-08-11"
"balsam fir",2,"2019-08-11"
"balsam poplar",1,"2019-08-11"
"basswood",4,"2019-08-11"
"Beck's Water-Marigold",1,"2019-08-11"
"big bur-reed",1,"2019-08-11"
"Big-fruit Hawthorn",1,"2019-08-11"
"bigtooth aspen",1,"2019-08-11"
"bird's-foot trefoil",2,"2019-08-11"
"bittersweet nightshade",4,"2019-08-11"
"black cherry",1,"2019-08-11"
"black huckleberry",1,"2019-08-11"
"black locust",3,"2019-08-11"
"black medick",1,"2019-08-11"
"black raspberry",4,"2019-08-11"
"black-eyed Susan",5,"2019-08-11"
"Blackberry Lily",1,"2019-08-11"
"bladder campion",2,"2019-08-11"
"blue vervain",8,"2019-08-11"
"Blue Waterleaf",1,"2019-08-11"
"bluebead lily",3,"2019-08-11"
"Borage",1,"2019-08-11"
"bottlebrush buckeye",1,"2019-08-11"
"boxelder maple",2,"2019-08-11"
"brittle bladderfern",1,"2019-08-11"
"Broad-leafed Helleborine",2,"2019-08-11"
"broadleaf cattail",1,"2019-08-11"
"broadleaf enchanter's nightshade",1,"2019-08-11"
"Brown Knapweed",1,"2019-08-11"
"Brown-eyed Susan",1,"2019-08-11"
"bulblet fern",2,"2019-08-11"
"bull thistle",2,"2019-08-11"
"bur oak",1,"2019-08-11"
"Butterfly bush",2,"2019-08-11"
"butterfly milkweed",1,"2019-08-11"
"buttonbush",3,"2019-08-11"
"Canada goldenrod",2,"2019-08-11"
"Canada mayflower",1,"2019-08-11"
"Canada violet",1,"2019-08-11"
"Canada wild rye",1,"2019-08-11"
"Canadian buffalo-berry",1,"2019-08-11"
"Canadian bunchberry",3,"2019-08-11"
"canyon wild grape",1,"2019-08-11"
"cardinal flower",3,"2019-08-11"
"Carolina horsenettle",1,"2019-08-11"
"Catnip",1,"2019-08-11"
"cheeseweed mallow",1,"2019-08-11"
"chicory",2,"2019-08-11"
"China Rose",1,"2019-08-11"
"Chinese hibiscus",1,"2019-08-11"
"chokecherry",1,"2019-08-11"
"common bladderwort",1,"2019-08-11"
"common boneset",11,"2019-08-11"
"common bracken",5,"2019-08-11"
"common buckthorn",5,"2019-08-11"
"common chickweed",1,"2019-08-11"
"common copperleaf",1,"2019-08-11"
"common evening-primrose",2,"2019-08-11"
"common hibiscus",2,"2019-08-11"
"common hops",1,"2019-08-11"
"common hoptree",1,"2019-08-11"
"common jewelweed",11,"2019-08-11"
"common lamb's-quarters",1,"2019-08-11"
"common milkweed",14,"2019-08-11"
"common ninebark",1,"2019-08-11"
"common peony",1,"2019-08-11"
"Common purslane",1,"2019-08-11"
"common ragweed",1,"2019-08-11"
"common selfheal",6,"2019-08-11"
"Common Snowberry",1,"2019-08-11"
"common St. John's-wort",3,"2019-08-11"
"common toadflax",1,"2019-08-11"
"common valerian",2,"2019-08-11"
"common waterweed",2,"2019-08-11"
"common yarrow",5,"2019-08-11"
"compass plant",1,"2019-08-11"
"coontail",1,"2019-08-11"
"Cornflower",2,"2019-08-11"
"Cowbane",1,"2019-08-11"
"cream-flowered bladderwort",1,"2019-08-11"
"Creeping Bellflower",2,"2019-08-11"
"creeping Jenny",1,"2019-08-11"
"creeping thistle",2,"2019-08-11"
"Creeping Woodsorrel",1,"2019-08-11"
"curled dock",1,"2019-08-11"
"cursed crowfoot",1,"2019-08-11"
"cutleaf teasel",1,"2019-08-11"
"daisy fleabane",3,"2019-08-11"
"dame's rocket",2,"2019-08-11"
"deptford pink",3,"2019-08-11"
"devil's beggarticks",1,"2019-08-11"
"downy rattlesnake plantain",1,"2019-08-11"
"dwarf horsetail",1,"2019-08-11"
"dwarf mallow",1,"2019-08-11"
"early goldenrod",1,"2019-08-11"
"eastern black walnut",1,"2019-08-11"
"eastern cottonwood",1,"2019-08-11"
"eastern redbud",2,"2019-08-11"
"eastern skunk cabbage",1,"2019-08-11"
"eastern white pine",2,"2019-08-11"
"Eel-grass",1,"2019-08-11"
"Eurasian water-milfoil",1,"2019-08-11"
"European Frog-bit",2,"2019-08-11"
"Fairy Fan-flower",1,"2019-08-11"
"fall phlox",1,"2019-08-11"
"false nettle",5,"2019-08-11"
"false Solomon's seal",3,"2019-08-11"
"Fen Grass of Parnassus",1,"2019-08-11"
"fern-leaved false foxglove",1,"2019-08-11"
"few-seeded sedge",1,"2019-08-11"
"field goldenrod",2,"2019-08-11"
"fireweed",3,"2019-08-11"
"flat-top white aster",1,"2019-08-11"
"flat-topped goldenrod",1,"2019-08-11"
"flowering spurge",3,"2019-08-11"
"fragrant sumac",1,"2019-08-11"
"Freeman's Maple",1,"2019-08-11"
"fringed loosestrife",3,"2019-08-11"
"garden cosmos",1,"2019-08-11"
"German knotgrass",1,"2019-08-11"
"Ghost Pipes",3,"2019-08-11"
"giant ragweed",1,"2019-08-11"
"great blue lobelia",1,"2019-08-11"
"great mullein",1,"2019-08-11"
"Greater celandine",1,"2019-08-11"
"Greek Oregano",1,"2019-08-11"
"ground-ivy",1,"2019-08-11"
"Hairy Wood Mint",1,"2019-08-11"
"Harebell",1,"2019-08-11"
"heath speedwell",1,"2019-08-11"
"hoary alyssum",3,"2019-08-11"
"Hoary Willowherb",1,"2019-08-11"
"Hooded Ladies' Tresses",1,"2019-08-11"
"horseweed",2,"2019-08-11"
"Iceplant",1,"2019-08-11"
"Indian tobacco",1,"2019-08-11"
"inland ceanothus",1,"2019-08-11"
"interior sandbar willow",1,"2019-08-11"
"Jack pine",1,"2019-08-11"
"Jack-in-the-pulpit",2,"2019-08-11"
"Japanese barberry",1,"2019-08-11"
"Jerusalem artichoke",2,"2019-08-11"
"Kalm's Lobelia",1,"2019-08-11"
"Knotted Rush",1,"2019-08-11"
"large-leaved aster",2,"2019-08-11"
"leatherleaf",1,"2019-08-11"
"Leathery Knotweed",2,"2019-08-11"
"lemon balm",1,"2019-08-11"
"lesser burdock",2,"2019-08-11"
"Lindley's Aster",2,"2019-08-11"
"long beech fern",1,"2019-08-11"
"Long-leaved Speedwell",1,"2019-08-11"
"Marsh Bellflower",3,"2019-08-11"
"Marsh Skullcap",2,"2019-08-11"
"Marsh Thistle",1,"2019-08-11"
"Missouri Ironweed",1,"2019-08-11"
"mophead hydrangea",2,"2019-08-11"
"mountain sweet cicely",1,"2019-08-11"
"multiflora rose",3,"2019-08-11"
"musk thistle",1,"2019-08-11"
"nannyberry",2,"2019-08-11"
"Narrow Mushroom-headed Liverwort",1,"2019-08-11"
"nodding onion",1,"2019-08-11"
"northern bush honeysuckle",1,"2019-08-11"
"northern catalpa",2,"2019-08-11"
"northern maidenhair fern",1,"2019-08-11"
"northern oak fern",1,"2019-08-11"
"northern whitecedar",1,"2019-08-11"
"Norway maple",1,"2019-08-11"
"Norway spruce",1,"2019-08-11"
"oak-leaved goosefoot",1,"2019-08-11"
"Ohio Goldenrod",1,"2019-08-11"
"orange day-lily",1,"2019-08-11"
"Oriental bittersweet",1,"2019-08-11"
"ostrich fern",1,"2019-08-11"
"oxeye daisy",1,"2019-08-11"
"Paperbark Maple",1,"2019-08-11"
"partridgeberry",1,"2019-08-11"
"Peace Lily",1,"2019-08-11"
"pearly everlasting",1,"2019-08-11"
"Pennsylvania pellitory",1,"2019-08-11"
"Perennial Sow Thistle",1,"2019-08-11"
"pineapple-weed",1,"2019-08-11"
"pinesap",1,"2019-08-11"
"pointed-leaved tick-trefoil",4,"2019-08-11"
"poison ivy",2,"2019-08-11"
"Polka Dot Plant",1,"2019-08-11"
"Prairie Willow",1,"2019-08-11"
"prickly gooseberry",2,"2019-08-11"
"purple amaranth",1,"2019-08-11"
"purple coneflower",2,"2019-08-11"
"purple crownvetch",1,"2019-08-11"
"purple loosestrife",7,"2019-08-11"
"Purple Wood Sage",1,"2019-08-11"
"purple-stem cliffbrake",3,"2019-08-11"
"ragged fringed orchid",1,"2019-08-11"
"rattlesnake master",2,"2019-08-11"
"red maple",3,"2019-08-11"
"rice cutgrass",1,"2019-08-11"
"riverbank grape",1,"2019-08-11"
"Rose campion",1,"2019-08-11"
"rugosa rose",1,"2019-08-11"
"Russian Sage",1,"2019-08-11"
"sand cherry",1,"2019-08-11"
"Scaldweed",2,"2019-08-11"
"Scarlet Beebalm",2,"2019-08-11"
"scarlet pimpernel",1,"2019-08-11"
"seductive entodon moss",1,"2019-08-11"
"sensitive fern",4,"2019-08-11"
"showy lady's slipper",1,"2019-08-11"
"shrubby cinquefoil",3,"2019-08-11"
"silky dogwood",2,"2019-08-11"
"silver maple",1,"2019-08-11"
"Small-flower False Foxglove",1,"2019-08-11"
"smartweed",1,"2019-08-11"
"smooth brome",1,"2019-08-11"
"smooth sumac",1,"2019-08-11"
"smooth yellow false foxglove",1,"2019-08-11"
"soft-stemmed bulrush",1,"2019-08-11"
"Sorbaria",1,"2019-08-11"
"spinulose wood fern",1,"2019-08-11"
"spotted Joe-Pye weed",9,"2019-08-11"
"spotted knapweed",3,"2019-08-11"
"spotted lady's thumb",4,"2019-08-11"
"spotted spurge",2,"2019-08-11"
"spotted St. John's wort",1,"2019-08-11"
"spreading dogbane",1,"2019-08-11"
"stag's-horn clubmoss",1,"2019-08-11"
"staghorn sumac",2,"2019-08-11"
"star-flowered lily-of-the-valley",1,"2019-08-11"
"starflower",1,"2019-08-11"
"Starry Stonewort",1,"2019-08-11"
"Steeplebush",1,"2019-08-11"
"stickseed",1,"2019-08-11"
"stinging nettle",1,"2019-08-11"
"Stokes' aster",1,"2019-08-11"
"sulphur cinquefoil",1,"2019-08-11"
"Sun Sedge",1,"2019-08-11"
"swamp aster",1,"2019-08-11"
"swamp loosestrife",1,"2019-08-11"
"swamp milkweed",7,"2019-08-11"
"swamp rose",1,"2019-08-11"
"switchgrass",1,"2019-08-11"
"tall bellflower",1,"2019-08-11"
"tall blue lettuce",1,"2019-08-11"
"tall hairy agrimony",1,"2019-08-11"
"tamarack",1,"2019-08-11"
"tansy",3,"2019-08-11"
"thimbleberry",1,"2019-08-11"
"three-leaved false Solomon’s seal",1,"2019-08-11"
"Three-way Sedge",1,"2019-08-11"
"threeleaf goldthread",1,"2019-08-11"
"tree-of-heaven",3,"2019-08-11"
"trembling aspen",2,"2019-08-11"
"veiny pea",2,"2019-08-11"
"Virginia creeper",2,"2019-08-11"
"Virginia mountain mint",1,"2019-08-11"
"Wall hawkweed",1,"2019-08-11"
"Water Avens",1,"2019-08-11"
"white baneberry",1,"2019-08-11"
"white campion",3,"2019-08-11"
"white meadowsweet",1,"2019-08-11"
"white mulberry",2,"2019-08-11"
"white poplar",1,"2019-08-11"
"white rattlesnakeroot",1,"2019-08-11"
"white snakeroot",1,"2019-08-11"
"white vervain",2,"2019-08-11"
"Wild Basil",1,"2019-08-11"
"wild bergamot",4,"2019-08-11"
"wild carrot",11,"2019-08-11"
"wild cucumber",1,"2019-08-11"
"wild parsnip",2,"2019-08-11"
"winterberry holly",1,"2019-08-11"
"Wood Millet",1,"2019-08-11"
"wood nettle",1,"2019-08-11"
"woodland sunflower",4,"2019-08-11"
"yellow birch",1,"2019-08-11"
"Yellow Cosmos",1,"2019-08-11"
"yellow lady's slipper",1,"2019-08-11"
"yellow screwstem",1,"2019-08-11"
"alfalfa",1,"2019-08-12"
"aloe vera",1,"2019-08-12"
"American beech",1,"2019-08-12"
"American bugleweed",1,"2019-08-12"
"American cancer-root",3,"2019-08-12"
"American elm",1,"2019-08-12"
"American hazelnut",1,"2019-08-12"
"American hog-peanut",2,"2019-08-12"
"American hornbeam",1,"2019-08-12"
"American jumpseed",1,"2019-08-12"
"American plantain",1,"2019-08-12"
"American plum",1,"2019-08-12"
"American pokeweed",3,"2019-08-12"
"American senna",1,"2019-08-12"
"autumn clematis",1,"2019-08-12"
"autumn olive",1,"2019-08-12"
"balsam fir",1,"2019-08-12"
"beaked hazelnut",1,"2019-08-12"
"big bluestem",1,"2019-08-12"
"big bur-reed",1,"2019-08-12"
"bigtooth aspen",2,"2019-08-12"
"bird's-foot trefoil",1,"2019-08-12"
"Biting Stonecrop",1,"2019-08-12"
"bittersweet nightshade",1,"2019-08-12"
"black locust",1,"2019-08-12"
"black maple",1,"2019-08-12"
"black-eyed Susan",5,"2019-08-12"
"bladder campion",1,"2019-08-12"
"bladder sedge",1,"2019-08-12"
"bloodroot",1,"2019-08-12"
"blue vervain",2,"2019-08-12"
"bluebead lily",1,"2019-08-12"
"bottlebrush grass",2,"2019-08-12"
"boxelder maple",3,"2019-08-12"
"Broad-leafed Helleborine",2,"2019-08-12"
"broadleaf cattail",1,"2019-08-12"
"bull thistle",1,"2019-08-12"
"butterfly milkweed",1,"2019-08-12"
"Callery pear",1,"2019-08-12"
"Canada clearweed",1,"2019-08-12"
"Canada goldenrod",1,"2019-08-12"
"Canadian buffalo-berry",2,"2019-08-12"
"chicory",1,"2019-08-12"
"chokecherry",1,"2019-08-12"
"cinnamon fern",1,"2019-08-12"
"citronella horse balm",2,"2019-08-12"
"common boneset",1,"2019-08-12"
"common bracken",2,"2019-08-12"
"common dandelion",1,"2019-08-12"
"common evening-primrose",2,"2019-08-12"
"common groundsel",1,"2019-08-12"
"common hedge parsley",2,"2019-08-12"
"common hibiscus",2,"2019-08-12"
"common jewelweed",5,"2019-08-12"
"common juniper",1,"2019-08-12"
"common lilac",1,"2019-08-12"
"common milkweed",3,"2019-08-12"
"common morning-glory",1,"2019-08-12"
"common motherwort",2,"2019-08-12"
"common mugwort",1,"2019-08-12"
"common ninebark",1,"2019-08-12"
"Common purslane",2,"2019-08-12"
"common ragweed",1,"2019-08-12"
"common selfheal",5,"2019-08-12"
"common St. John's-wort",1,"2019-08-12"
"common toadflax",1,"2019-08-12"
"coontail",3,"2019-08-12"
"Cornflower",1,"2019-08-12"
"creeping Jenny",2,"2019-08-12"
"Creeping Snowberry",1,"2019-08-12"
"crested sedge",1,"2019-08-12"
"crested wood fern",1,"2019-08-12"
"crisped pincushion",1,"2019-08-12"
"cup plant",1,"2019-08-12"
"curled dock",1,"2019-08-12"
"dark green bulrush",1,"2019-08-12"
"dense blazing star",1,"2019-08-12"
"deptford pink",1,"2019-08-12"
"dwarf horsetail",1,"2019-08-12"
"early goldenrod",1,"2019-08-12"
"eastern cottonwood",1,"2019-08-12"
"eastern leatherwood",2,"2019-08-12"
"eastern redbud",1,"2019-08-12"
"eastern redcedar",2,"2019-08-12"
"eastern white pine",1,"2019-08-12"
"eel-grass pondweed",1,"2019-08-12"
"Eurasian water-milfoil",1,"2019-08-12"
"European Frog-bit",3,"2019-08-12"
"fall phlox",1,"2019-08-12"
"false nettle",1,"2019-08-12"
"fire cherry",1,"2019-08-12"
"fireweed",5,"2019-08-12"
"flat-topped goldenrod",1,"2019-08-12"
"fortune's spindle",1,"2019-08-12"
"fox sedge",2,"2019-08-12"
"Garden Dahlia",1,"2019-08-12"
"garden geranium",1,"2019-08-12"
"Ghost Pipes",1,"2019-08-12"
"giant ragweed",1,"2019-08-12"
"giant sunflower",1,"2019-08-12"
"ginkgo",1,"2019-08-12"
"gray birch",1,"2019-08-12"
"great blue lobelia",2,"2019-08-12"
"Great Willowherb",1,"2019-08-12"
"green carpetweed",1,"2019-08-12"
"ground-ivy",2,"2019-08-12"
"guelder-rose",2,"2019-08-12"
"hairy vetch",1,"2019-08-12"
"hemp",1,"2019-08-12"
"hoary vervain",1,"2019-08-12"
"honey locust",1,"2019-08-12"
"hop sedge",2,"2019-08-12"
"horseweed",1,"2019-08-12"
"Japanese barberry",3,"2019-08-12"
"lady fern",2,"2019-08-12"
"Lady's Bedstraw",2,"2019-08-12"
"large-flowered false foxglove",1,"2019-08-12"
"large-leaved aster",2,"2019-08-12"
"leatherleaf fern",1,"2019-08-12"
"lesser burdock",1,"2019-08-12"
"Lesser Centaury",1,"2019-08-12"
"lesser periwinkle",1,"2019-08-12"
"Little-Robin",1,"2019-08-12"
"mapleleaf viburnum",1,"2019-08-12"
"Marsh Bellflower",1,"2019-08-12"
"Marsh Skullcap",1,"2019-08-12"
"mock strawberry",1,"2019-08-12"
"naked bishop's cap",1,"2019-08-12"
"narrow-leaved cattail",2,"2019-08-12"
"Narrow-leaved Everlasting-pea",1,"2019-08-12"
"narrow-leaved loosestrife",1,"2019-08-12"
"nipplewort",1,"2019-08-12"
"northern blue flag",1,"2019-08-12"
"Northern Cranesbill",1,"2019-08-12"
"northern red oak",1,"2019-08-12"
"northern whitecedar",2,"2019-08-12"
"oak-leaved goosefoot",2,"2019-08-12"
"Ohio Goldenrod",1,"2019-08-12"
"orange day-lily",1,"2019-08-12"
"Oregano",1,"2019-08-12"
"Orpine",1,"2019-08-12"
"ostrich fern",1,"2019-08-12"
"oxeye daisy",1,"2019-08-12"
"paper birch",1,"2019-08-12"
"partridgeberry",1,"2019-08-12"
"pedunculate oak",2,"2019-08-12"
"pignut hickory",1,"2019-08-12"
"pin oak",1,"2019-08-12"
"pink-sorrel",1,"2019-08-12"
"poison ivy",2,"2019-08-12"
"poison sumac",2,"2019-08-12"
"purple crownvetch",1,"2019-08-12"
"purple loosestrife",3,"2019-08-12"
"red baneberry",1,"2019-08-12"
"red maple",1,"2019-08-12"
"retrorse sedge",2,"2019-08-12"
"rough horsetail",1,"2019-08-12"
"royal fern",1,"2019-08-12"
"Russian Sage",1,"2019-08-12"
"sensitive fern",3,"2019-08-12"
"shagbark hickory",1,"2019-08-12"
"shining clubmoss",1,"2019-08-12"
"showy tick-trefoil",2,"2019-08-12"
"small green wood orchid",1,"2019-08-12"
"smooth blue aster",1,"2019-08-12"
"Snapdragon",2,"2019-08-12"
"spotted Joe-Pye weed",3,"2019-08-12"
"spotted knapweed",2,"2019-08-12"
"spreading dogbane",1,"2019-08-12"
"staghorn sumac",1,"2019-08-12"
"Steeplebush",1,"2019-08-12"
"Steller's rock-brake",1,"2019-08-12"
"stiff-leaved goldenrod",1,"2019-08-12"
"Swamp Goldenrod",1,"2019-08-12"
"swamp milkweed",2,"2019-08-12"
"swamp white oak",1,"2019-08-12"
"Sweet Woodruff",1,"2019-08-12"
"tall goldenrod",2,"2019-08-12"
"tall hairy agrimony",3,"2019-08-12"
"tamarack",1,"2019-08-12"
